words,pos,chunk,labels,sentence_id
the,_,O,O,1893
detrimental,_,O,O,1893
effects,_,O,O,1893
of,_,O,O,1893
negative,_,O,O,1893
gossip,_,O,O,1893
in,_,O,O,1893
organizations,_,O,O,1893
",",_,O,O,1893
providing,_,O,O,1893
not,_,O,O,1893
just,_,O,O,1893
theoretical,_,O,O,1893
advances,_,O,O,1893
but,_,O,O,1893
practical,_,O,O,1893
ways,_,O,O,1893
in,_,O,O,1893
which,_,O,O,1893
managers,_,O,O,1893
can,_,O,O,1893
proactively,_,O,O,1893
reduce,_,O,O,1893
these,_,O,O,1893
impacts,_,O,O,1893
.,_,O,O,1893
©,_,O,O,1893
2022,_,O,O,1893
",",_,O,O,1893
The,_,O,O,1893
Author,_,O,O,1893
(,_,O,O,1893
s,_,O,O,1893
),_,O,O,1893
",",_,O,O,1893
under,_,O,O,1893
exclusive,_,O,O,1893
licence,_,O,O,1893
to,_,O,O,1893
Springer,_,O,O,1893
Nature,_,O,O,1893
B.V,_,O,O,1893
.,_,O,O,1893
Theoretical,_,O,O,1894
studies,_,O,O,1894
suggest,_,O,O,1894
that,_,O,O,1894
",",_,O,O,1894
when,_,O,O,1894
determining,_,O,O,1894
the,_,O,O,1894
workplace,_,O,O,1894
safety,_,O,O,1894
level,_,O,O,1894
",",_,O,O,1894
CEOs,_,O,O,1894
face,_,O,O,1894
a,_,O,O,1894
trade-off,_,O,O,1894
between,_,O,O,1894
ex,_,O,O,1894
ante,_,O,O,1894
safety-improving,_,O,O,1894
expenditures,_,O,O,1894
and,_,O,O,1894
the,_,O,O,1894
expected,_,O,O,1894
losses,_,O,O,1894
due,_,O,O,1894
to,_,O,O,1894
ex,_,O,O,1894
post,_,O,O,1894
injury,_,O,O,1894
and,_,O,O,1894
illness,_,O,O,1894
occurrences,_,O,O,1894
.,_,O,O,1894
We,_,O,O,1895
examine,_,O,O,1895
whether,_,O,O,1895
firms,_,O,O,1895
with,_,O,O,1895
higher,_,O,O,1895
CEO,_,O,O,1895
inside,_,O,O,1895
debt,_,O,O,1895
holdings,_,O,O,1895
have,_,O,O,1895
safer,_,O,O,1895
workplaces,_,O,O,1895
.,_,O,O,1895
Using,_,O,,1896
establishment-level,_,O,,1896
employee,_,O,,1896
workplace,_,O,,1896
injury,_,O,,1896
and,_,O,,1896
illness,_,O,,1896
data,_,O,,1896
",",_,O,O,1896
we,_,O,O,1896
find,_,O,O,1896
that,_,O,O,1896
CEOs,_,O,O,1896
’,_,O,O,1896
inside,_,O,O,1896
debt,_,O,O,1896
holdings,_,O,O,1896
are,_,O,O,1896
negatively,_,O,O,1896
associated,_,O,O,1896
with,_,O,O,1896
employee,_,O,O,1896
workplace,_,O,O,1896
injury,_,O,O,1896
and,_,O,O,1896
illness,_,O,O,1896
cases,_,O,O,1896
.,_,O,O,1896
This,_,O,O,1897
relationship,_,O,O,1897
is,_,O,O,1897
more,_,O,O,1897
pronounced,_,O,O,1897
if,_,O,O,1897
workers,_,O,O,1897
’,_,O,O,1897
compensation,_,O,O,1897
premiums,_,O,O,1897
are,_,O,O,1897
more,_,O,O,1897
sensitive,_,O,O,1897
to,_,O,O,1897
injury,_,O,O,1897
claims,_,O,O,1897
and,_,O,O,1897
for,_,O,O,1897
firms,_,O,O,1897
with,_,O,O,1897
more,_,O,O,1897
government,_,O,O,1897
business,_,O,O,1897
and,_,O,O,1897
less,_,O,O,1897
pronounced,_,O,O,1897
for,_,O,O,1897
firms,_,O,O,1897
with,_,O,O,1897
higher,_,O,O,1897
levels,_,O,O,1897
of,_,O,O,1897
secured,_,O,O,1897
debt,_,O,O,1897
.,_,O,O,1897
We,_,O,O,1898
provide,_,O,O,1898
some,_,O,O,1898
evidence,_,O,O,1898
that,_,O,O,1898
our,_,O,O,1898
main,_,O,O,1898
result,_,O,O,1898
stems,_,O,O,1898
from,_,O,O,1898
CEOs,_,O,O,1898
increasing,_,O,O,1898
safety,_,O,O,1898
investments,_,O,O,1898
.,_,O,O,1898
Our,_,O,O,1899
empirical,_,O,O,1899
results,_,O,O,1899
are,_,O,O,1899
shown,_,O,O,1899
to,_,O,O,1899
be,_,O,O,1899
robust,_,O,O,1899
under,_,O,O,1899
a,_,O,O,1899
batch,_,O,O,1899
of,_,O,O,1899
robustness,_,O,O,1899
tests,_,O,O,1899
and,_,O,O,1899
when,_,O,O,1899
considering,_,O,O,1899
potential,_,O,O,1899
endogeneity,_,O,O,1899
problems,_,O,O,1899
.,_,O,O,1899
Our,_,O,O,1900
findings,_,O,O,1900
suggest,_,O,O,1900
that,_,O,O,1900
CEOs,_,O,O,1900
with,_,O,O,1900
higher,_,O,O,1900
levels,_,O,O,1900
of,_,O,O,1900
inside,_,O,O,1900
debt,_,O,O,1900
holdings,_,O,O,1900
are,_,O,O,1900
more,_,O,O,1900
sensitive,_,O,O,1900
to,_,O,O,1900
wealth,_,O,O,1900
loss,_,O,O,1900
due,_,O,O,1900
to,_,O,O,1900
employee,_,O,O,1900
injury,_,O,O,1900
and,_,O,O,1900
illness,_,O,O,1900
",",_,O,O,1900
leading,_,O,O,1900
to,_,O,O,1900
a,_,O,O,1900
safer,_,O,O,1900
workplace,_,O,O,1900
.,_,O,O,1900
©,_,O,O,1900
2022,_,O,O,1900
",",_,O,O,1900
The,_,O,O,1900
Author,_,O,O,1900
(,_,O,O,1900
s,_,O,O,1900
),_,O,O,1900
",",_,O,O,1900
under,_,O,O,1900
exclusive,_,O,O,1900
licence,_,O,O,1900
to,_,O,O,1900
Springer,_,O,O,1900
Nature,_,O,O,1900
B.V,_,O,O,1900
.,_,O,O,1900
Under,_,O,O,1901
resource,_,O,B-THE,1901
dependence,_,O,I-THE,1901
theory,_,O,I-THE,1901
",",_,O,O,1901
firms,_,O,O,1901
should,_,O,O,1901
benefit,_,O,O,1901
from,_,O,O,1901
diverse,_,O,O,1901
boards,_,O,O,1901
of,_,O,O,1901
directors,_,O,O,1901
.,_,O,O,1901
Ethical,_,O,O,1902
arguments,_,O,O,1902
also,_,O,O,1902
highlight,_,O,O,1902
that,_,O,O,1902
boards,_,O,O,1902
should,_,O,O,1902
be,_,O,O,1902
as,_,O,O,1902
diverse,_,O,O,1902
as,_,O,O,1902
the,_,O,O,1902
stakeholders,_,O,O,1902
and,_,O,O,1902
communities,_,O,O,1902
that,_,O,O,1902
they,_,O,O,1902
serve,_,O,O,1902
.,_,O,O,1902
In,_,O,O,1903
an,_,O,O,1903
attempt,_,O,O,1903
to,_,O,O,1903
increase,_,O,O,1903
diversity,_,O,O,1903
and,_,O,O,1903
women,_,O,O,1903
’,_,O,O,1903
s,_,O,O,1903
presence,_,O,O,1903
on,_,O,O,1903
boards,_,O,O,1903
of,_,O,O,1903
directors,_,O,O,1903
",",_,O,O,1903
legislative,_,O,O,1903
efforts,_,O,O,1903
have,_,O,O,1903
enacted,_,O,O,1903
gender,_,O,O,1903
quotas,_,O,O,1903
.,_,O,O,1903
We,_,O,O,1904
examine,_,O,O,1904
how,_,O,O,1904
such,_,O,O,1904
efforts,_,O,O,1904
are,_,O,O,1904
perceived,_,O,O,1904
by,_,O,O,1904
U.S,_,O,O,1904
.,_,O,O,1904
market,_,O,O,1904
participants,_,O,O,1904
.,_,O,O,1904
We,_,O,O,1905
expect,_,O,O,1905
that,_,O,O,1905
when,_,O,O,1905
a,_,O,O,1905
firm,_,O,O,1905
operating,_,O,O,1905
under,_,O,O,1905
a,_,O,O,1905
quota,_,O,O,1905
law,_,O,O,1905
meets,_,O,O,1905
only,_,O,O,1905
the,_,O,O,1905
minimum,_,O,O,1905
requirement,_,O,O,1905
",",_,O,O,1905
investors,_,O,O,1905
will,_,O,O,1905
view,_,O,O,1905
the,_,O,O,1905
female,_,O,O,1905
directors,_,O,O,1905
through,_,O,O,1905
the,_,O,O,1905
lens,_,O,O,1905
of,_,O,O,1905
token,_,O,B-THE,1905
status,_,O,I-THE,1905
theory,_,O,I-THE,1905
and,_,O,O,1905
invest,_,O,O,1905
fewer,_,O,O,1905
resources,_,O,O,1905
in,_,O,O,1905
that,_,O,O,1905
firm,_,O,O,1905
than,_,O,O,1905
they,_,O,O,1905
will,_,O,O,1905
in,_,O,O,1905
a,_,O,O,1905
firm,_,O,O,1905
that,_,O,O,1905
exceeds,_,O,O,1905
the,_,O,O,1905
quota,_,O,O,1905
minimum,_,O,O,1905
or,_,O,O,1905
has,_,O,O,1905
the,_,O,O,1905
same,_,O,O,1905
composition,_,O,O,1905
but,_,O,O,1905
is,_,O,O,1905
not,_,O,O,1905
under,_,O,O,1905
a,_,O,O,1905
quota,_,O,O,1905
law,_,O,O,1905
.,_,O,O,1905
Through,_,O,O,1906
an,_,O,O,1906
experiment,_,O,O,1906
with,_,O,O,1906
207,_,O,O,1906
MTurk,_,O,O,1906
participants,_,O,O,1906
",",_,O,O,1906
we,_,O,O,1906
manipulated,_,O,O,1906
whether,_,O,O,1906
a,_,O,O,1906
firm,_,O,O,1906
was,_,O,O,1906
or,_,O,O,1906
was,_,O,O,1906
not,_,O,O,1906
under,_,O,O,1906
a,_,O,O,1906
quota,_,O,O,1906
law,_,O,O,1906
and,_,O,O,1906
whether,_,O,O,1906
the,_,O,O,1906
number,_,O,O,1906
of,_,O,O,1906
female,_,O,O,1906
board,_,O,O,1906
members,_,O,O,1906
was,_,O,O,1906
just,_,O,O,1906
at,_,O,O,1906
or,_,O,O,1906
exceeded,_,O,O,1906
the,_,O,O,1906
law,_,O,O,1906
’,_,O,O,1906
s,_,O,O,1906
minimum,_,O,O,1906
compliance,_,O,O,1906
.,_,O,O,1906
We,_,O,O,1907
find,_,O,O,1907
evidence,_,O,O,1907
that,_,O,O,1907
under,_,O,O,1907
a,_,O,O,1907
quota,_,O,O,1907
system,_,O,O,1907
",",_,O,O,1907
U.S,_,O,O,1907
.,_,O,O,1907
market,_,O,O,1907
participants,_,O,O,1907
tend,_,O,O,1907
to,_,O,O,1907
view,_,O,O,1907
female,_,O,O,1907
directors,_,O,O,1907
as,_,O,O,1907
tokens,_,O,O,1907
when,_,O,O,1907
the,_,O,O,1907
firm,_,O,O,1907
is,_,O,O,1907
just,_,O,O,1907
at,_,O,O,1907
the,_,O,O,1907
quota,_,O,O,1907
minimum,_,O,O,1907
",",_,O,O,1907
and,_,O,O,1907
these,_,O,O,1907
perceptions,_,O,O,1907
both,_,O,O,1907
affect,_,O,O,1907
their,_,O,O,1907
view,_,O,O,1907
of,_,O,O,1907
the,_,O,O,1907
firm,_,O,O,1907
’,_,O,O,1907
s,_,O,O,1907
prospects,_,O,O,1907
and,_,O,O,1907
negatively,_,O,O,1907
influence,_,O,O,1907
investment,_,O,O,1907
decisions,_,O,O,1907
.,_,O,O,1907
Importantly,_,O,O,1908
",",_,O,O,1908
however,_,O,O,1908
",",_,O,O,1908
we,_,O,O,1908
find,_,O,O,1908
that,_,O,O,1908
these,_,O,O,1908
negative,_,O,O,1908
effects,_,O,O,1908
can,_,O,O,1908
be,_,O,O,1908
offset,_,O,O,1908
and,_,O,O,1908
that,_,O,O,1908
resource,_,O,B-THE,1908
dependence,_,O,I-THE,1908
theory,_,O,I-THE,1908
holds,_,O,O,1908
if,_,O,O,1908
the,_,O,O,1908
firm,_,O,O,1908
exceeds,_,O,O,1908
the,_,O,O,1908
quota,_,O,O,1908
",",_,O,O,1908
signaling,_,O,O,1908
that,_,O,O,1908
the,_,O,O,1908
hiring,_,O,O,1908
of,_,O,O,1908
female,_,O,O,1908
directors,_,O,O,1908
is,_,O,O,1908
not,_,O,O,1908
simply,_,O,O,1908
compliance-dependent,_,O,O,1908
and,_,O,O,1908
subsequently,_,O,O,1908
leading,_,O,O,1908
U.S,_,O,O,1908
.,_,O,O,1908
market,_,O,O,1908
participants,_,O,O,1908
to,_,O,O,1908
invest,_,O,O,1908
more,_,O,O,1908
resources,_,O,O,1908
in,_,O,O,1908
the,_,O,O,1908
firm,_,O,O,1908
.,_,O,O,1908
©,_,O,O,1908
2022,_,O,O,1908
",",_,O,O,1908
The,_,O,O,1908
Author,_,O,O,1908
(,_,O,O,1908
s,_,O,O,1908
),_,O,O,1908
",",_,O,O,1908
under,_,O,O,1908
exclusive,_,O,O,1908
licence,_,O,O,1908
to,_,O,O,1908
Springer,_,O,O,1908
Nature,_,O,O,1908
B.V,_,O,O,1908
.,_,O,O,1908
Accounting,_,O,O,1909
professionals,_,O,O,1909
play,_,O,O,1909
an,_,O,O,1909
important,_,O,O,1909
role,_,O,O,1909
in,_,O,O,1909
the,_,O,O,1909
generation,_,O,O,1909
and,_,O,O,1909
auditing,_,O,O,1909
of,_,O,O,1909
financial,_,O,O,1909
statements,_,O,O,1909
and,_,O,O,1909
",",_,O,O,1909
given,_,O,O,1909
their,_,O,O,1909
understanding,_,O,O,1909
of,_,O,O,1909
business,_,O,O,1909
processes,_,O,O,1909
",",_,O,O,1909
may,_,O,O,1909
be,_,O,O,1909
relied,_,O,O,1909
upon,_,O,O,1909
in,_,O,O,1909
the,_,O,O,1909
development,_,O,O,1909
of,_,O,O,1909
organizations,_,O,O,1909
’,_,O,O,1909
ethical,_,O,O,1909
infrastructures,_,O,O,1909
(,_,O,O,1909
i.e,_,O,O,1909
.,_,O,O,1909
",",_,O,O,1909
the,_,O,O,1909
formal,_,O,O,1909
aspects,_,O,O,1909
of,_,O,O,1909
an,_,O,O,1909
organization,_,O,O,1909
’,_,O,O,1909
s,_,O,O,1909
ethical,_,O,O,1909
environment,_,O,O,1909
that,_,O,O,1909
are,_,O,O,1909
explicitly,_,O,O,1909
under,_,O,O,1909
the,_,O,O,1909
control,_,O,O,1909
of,_,O,O,1909
the,_,O,O,1909
organization,_,O,O,1909
),_,O,O,1909
.,_,O,O,1909
Thus,_,O,O,1910
",",_,O,O,1910
understanding,_,O,O,1910
and,_,O,O,1910
improving,_,O,O,1910
the,_,O,O,1910
work,_,O,O,1910
environments,_,O,O,1910
of,_,O,O,1910
accounting,_,O,O,1910
professionals,_,O,O,1910
is,_,O,O,1910
crucial,_,O,O,1910
to,_,O,O,1910
improving,_,O,O,1910
organizational,_,O,O,1910
ethical,_,O,O,1910
culture,_,O,O,1910
and,_,O,O,1910
reducing,_,O,O,1910
fraud,_,O,O,1910
.,_,O,O,1910
In,_,O,O,1911
this,_,O,O,1911
study,_,O,O,1911
",",_,O,O,1911
we,_,O,O,1911
extend,_,O,O,1911
prior,_,O,O,1911
research,_,O,O,1911
that,_,O,O,1911
documents,_,O,O,1911
the,_,O,O,1911
prevalence,_,O,O,1911
of,_,O,O,1911
ethical,_,O,O,1911
infrastructure,_,O,O,1911
programs,_,O,O,1911
by,_,O,O,1911
assessing,_,O,O,1911
how,_,O,O,1911
accounting,_,O,O,1911
professionals,_,O,O,1911
",",_,O,O,1911
a,_,O,O,1911
key,_,O,O,1911
employee,_,O,O,1911
group,_,O,O,1911
",",_,O,O,1911
perceive,_,O,O,1911
their,_,O,O,1911
organizations,_,O,O,1911
’,_,O,O,1911
ethical,_,O,O,1911
infrastructures,_,O,O,1911
.,_,O,O,1911
In,_,O,O,1912
addition,_,O,O,1912
",",_,O,O,1912
we,_,O,O,1912
examine,_,O,O,1912
whether,_,O,O,1912
perceptions,_,O,O,1912
of,_,O,O,1912
the,_,O,O,1912
effectiveness,_,O,O,1912
of,_,O,O,1912
the,_,O,O,1912
ethical,_,O,O,1912
infrastructure,_,O,O,1912
and,_,O,O,1912
professional,_,O,O,1912
autonomy,_,O,O,1912
influence,_,O,O,1912
accountants,_,O,O,1912
’,_,O,O,1912
ethical,_,O,O,1912
judgments,_,O,O,1912
.,_,O,O,1912
Based,_,O,O,1913
on,_,O,O,1913
the,_,O,O,1913
responses,_,O,O,1913
of,_,O,O,1913
378,_,O,O,1913
CPAs,_,O,O,1913
in,_,O,O,1913
the,_,O,O,1913
United,_,O,O,1913
States,_,O,O,1913
",",_,O,O,1913
we,_,O,O,1913
find,_,O,O,1913
the,_,O,O,1913
perceived,_,O,O,1913
state,_,O,O,1913
of,_,O,O,1913
the,_,O,O,1913
ethical,_,O,O,1913
infrastructure,_,O,O,1913
across,_,O,O,1913
accounting,_,O,O,1913
work,_,O,O,1913
environments—both,_,O,O,1913
public,_,O,O,1913
accounting,_,O,O,1913
firms,_,O,O,1913
and,_,O,O,1913
other,_,O,O,1913
organization,_,O,O,1913
types—is,_,O,O,1913
relatively,_,O,O,1913
strong,_,O,O,1913
.,_,O,O,1913
However,_,O,O,1914
",",_,O,O,1914
of,_,O,O,1914
the,_,O,O,1914
five,_,O,O,1914
ethical,_,O,O,1914
infrastructure,_,O,O,1914
components,_,O,O,1914
we,_,O,O,1914
examine,_,O,O,1914
(,_,O,O,1914
i.e,_,O,O,1914
.,_,O,O,1914
",",_,O,O,1914
ethics,_,O,O,1914
code,_,O,O,1914
",",_,O,O,1914
ethics,_,O,O,1914
training,_,O,O,1914
",",_,O,O,1914
ethics-based,_,O,O,1914
punishments,_,O,O,1914
and,_,O,O,1914
incentives,_,O,O,1914
",",_,O,O,1914
ethics,_,O,O,1914
reporting,_,O,O,1914
system,_,O,O,1914
",",_,O,O,1914
and,_,O,O,1914
ethics,_,O,O,1914
review,_,O,O,1914
system,_,O,O,1914
),_,O,O,1914
",",_,O,O,1914
only,_,O,O,1914
0.35,_,O,O,1914
of,_,O,O,1914
respondents,_,O,O,1914
indicate,_,O,O,1914
that,_,O,O,1914
their,_,O,O,1914
organizations,_,O,O,1914
have,_,O,O,1914
more,_,O,O,1914
than,_,O,O,1914
three,_,O,O,1914
of,_,O,O,1914
these,_,O,O,1914
components,_,O,O,1914
.,_,O,O,1914
Importantly,_,O,O,1915
",",_,O,O,1915
we,_,O,O,1915
find,_,O,O,1915
that,_,O,O,1915
perceived,_,O,O,1915
ethical,_,O,O,1915
infrastructure,_,O,O,1915
effectiveness,_,O,O,1915
and,_,O,O,1915
professional,_,O,O,1915
autonomy,_,O,O,1915
influence,_,O,O,1915
both,_,O,O,1915
perceptions,_,O,O,1915
of,_,O,O,1915
the,_,O,O,1915
ethical,_,O,O,1915
culture,_,O,O,1915
and,_,O,O,1915
the,_,O,O,1915
ethical,_,O,O,1915
judgments,_,O,O,1915
of,_,O,O,1915
accounting,_,O,O,1915
professionals,_,O,O,1915
.,_,O,O,1915
We,_,O,O,1916
also,_,O,O,1916
contribute,_,O,O,1916
to,_,O,O,1916
practice,_,O,O,1916
by,_,O,O,1916
highlighting,_,O,O,1916
opportunities,_,O,O,1916
for,_,O,O,1916
improvement,_,O,O,1916
in,_,O,O,1916
ethics,_,O,O,1916
training,_,O,O,1916
formats,_,O,O,1916
",",_,O,O,1916
ethics-based,_,O,O,1916
incentives,_,O,O,1916
",",_,O,O,1916
and,_,O,O,1916
ethics,_,O,O,1916
review,_,O,O,1916
systems,_,O,O,1916
.,_,O,O,1916
©,_,O,O,1916
2022,_,O,O,1916
",",_,O,O,1916
The,_,O,O,1916
Author,_,O,O,1916
(,_,O,O,1916
s,_,O,O,1916
),_,O,O,1916
",",_,O,O,1916
under,_,O,O,1916
exclusive,_,O,O,1916
licence,_,O,O,1916
to,_,O,O,1916
Springer,_,O,O,1916
Nature,_,O,O,1916
B.V,_,O,O,1916
.,_,O,O,1916
Does,_,O,O,1917
CEO,_,O,O,1917
tolerance,_,O,O,1917
to,_,O,O,1917
risk,_,O,O,1917
affect,_,O,O,1917
a,_,O,O,1917
firm,_,O,O,1917
’,_,O,O,1917
s,_,O,O,1917
long-run,_,O,O,1917
sustainability,_,O,O,1917
?,_,O,O,1917
Using,_,O,O,1918
CEO,_,O,O,1918
insider,_,O,O,1918
debt,_,O,O,1918
holding,_,O,O,1918
",",_,O,O,1918
we,_,O,O,1918
show,_,O,O,1918
that,_,O,O,1918
CEO,_,O,O,1918
’,_,O,O,1918
s,_,O,O,1918
risk-aversion,_,O,O,1918
encourages,_,O,O,1918
immoral,_,O,O,1918
yet,_,O,O,1918
rational,_,O,O,1918
decisions,_,O,O,1918
of,_,O,O,1918
emitting,_,O,O,1918
more,_,O,O,1918
greenhouse,_,O,O,1918
gas,_,O,O,1918
thereby,_,O,O,1918
adversely,_,O,O,1918
affecting,_,O,O,1918
the,_,O,O,1918
firm,_,O,O,1918
’,_,O,O,1918
s,_,O,O,1918
long-run,_,O,O,1918
sustainability,_,O,O,1918
.,_,O,O,1918
Our,_,O,O,1919
result,_,O,O,1919
is,_,O,O,1919
robust,_,O,O,1919
to,_,O,O,1919
several,_,O,O,1919
endogeneity,_,O,O,1919
tests,_,O,O,1919
including,_,O,O,1919
a,_,O,O,1919
quasi-natural,_,O,O,1919
experiment,_,O,O,1919
.,_,O,O,1919
Our,_,O,O,1920
finding,_,O,O,1920
also,_,O,O,1920
suggest,_,O,O,1920
that,_,O,O,1920
to,_,O,O,1920
mitigate,_,O,O,1920
potential,_,O,O,1920
adverse,_,O,O,1920
reactions,_,O,O,1920
from,_,O,O,1920
stakeholders,_,O,O,1920
",",_,O,O,1920
carbon,_,O,O,1920
emitting,_,O,O,1920
firms,_,O,O,1920
with,_,O,O,1920
risk-averse,_,O,O,1920
CEOs,_,O,O,1920
tend,_,O,O,1920
to,_,O,O,1920
spend,_,O,O,1920
more,_,O,O,1920
on,_,O,O,1920
CSR,_,O,O,1920
activities,_,O,O,1920
.,_,O,O,1920
Much,_,O,O,1921
of,_,O,O,1921
the,_,O,O,1921
heterogeneity,_,O,O,1921
in,_,O,O,1921
our,_,O,O,1921
results,_,O,O,1921
are,_,O,O,1921
attributed,_,O,O,1921
to,_,O,O,1921
companies,_,O,O,1921
with,_,O,O,1921
weaker,_,O,O,1921
governance,_,O,O,1921
",",_,O,O,1921
powerful,_,O,O,1921
CEOs,_,O,O,1921
",",_,O,O,1921
and,_,O,O,1921
operating,_,O,O,1921
in,_,O,O,1921
a,_,O,O,1921
competitive,_,O,O,1921
product,_,O,O,1921
market,_,O,O,1921
.,_,O,O,1921
Overall,_,O,O,1922
",",_,O,O,1922
contrary,_,O,O,1922
to,_,O,O,1922
conventional,_,O,O,1922
wisdom,_,O,O,1922
",",_,O,O,1922
CEO,_,O,O,1922
preference,_,O,O,1922
toward,_,O,O,1922
risk-aversion,_,O,O,1922
can,_,O,O,1922
often,_,O,O,1922
lead,_,O,O,1922
to,_,O,O,1922
unethical,_,O,O,1922
outcomes,_,O,O,1922
(,_,O,O,1922
environmental,_,O,O,1922
degradation,_,O,O,1922
),_,O,O,1922
and,_,O,O,1922
especially,_,O,O,1922
appears,_,O,O,1922
to,_,O,O,1922
be,_,O,O,1922
a,_,O,O,1922
key,_,O,O,1922
determinant,_,O,O,1922
for,_,O,O,1922
firm-level,_,O,O,1922
carbon,_,O,O,1922
emissions,_,O,O,1922
.,_,O,O,1922
©,_,O,O,1922
2022,_,O,O,1922
",",_,O,O,1922
The,_,O,O,1922
Author,_,O,O,1922
(,_,O,O,1922
s,_,O,O,1922
),_,O,O,1922
",",_,O,O,1922
under,_,O,O,1922
exclusive,_,O,O,1922
licence,_,O,O,1922
to,_,O,O,1922
Springer,_,O,O,1922
Nature,_,O,O,1922
B.V,_,O,O,1922
.,_,O,O,1922
Research,_,O,O,1923
on,_,O,O,1923
ethical,_,O,O,1923
leadership,_,O,O,1923
in,_,O,O,1923
organizations,_,O,O,1923
has,_,O,O,1923
been,_,O,O,1923
largely,_,O,O,1923
based,_,O,O,1923
on,_,O,O,1923
Western,_,O,O,1923
philosophical,_,O,O,1923
traditions,_,O,O,1923
and,_,O,O,1923
has,_,O,O,1923
tended,_,O,O,1923
to,_,O,O,1923
focus,_,O,O,1923
on,_,O,O,1923
Western,_,O,O,1923
corporate,_,O,O,1923
experiences,_,O,O,1923
.,_,O,O,1923
Insights,_,O,O,1924
gained,_,O,O,1924
from,_,O,O,1924
such,_,O,O,1924
studies,_,O,O,1924
may,_,O,O,1924
however,_,O,O,1924
not,_,O,O,1924
be,_,O,O,1924
universally,_,O,O,1924
applicable,_,O,O,1924
in,_,O,O,1924
other,_,O,O,1924
cultural,_,O,O,1924
contexts,_,O,O,1924
.,_,O,O,1924
This,_,O,O,1925
paper,_,O,O,1925
examines,_,O,O,1925
the,_,O,O,1925
normative,_,O,O,1925
grounds,_,O,O,1925
for,_,O,O,1925
an,_,O,O,1925
alternative,_,O,O,1925
Confucian,_,O,O,1925
virtue-based,_,O,O,1925
ethics,_,O,O,1925
of,_,O,O,1925
leadership,_,O,O,1925
in,_,O,O,1925
China,_,O,O,1925
.,_,O,O,1925
As,_,O,O,1926
with,_,O,O,1926
Western,_,O,O,1926
corporations,_,O,O,1926
",",_,O,O,1926
organizational,_,O,O,1926
practices,_,O,O,1926
in,_,O,O,1926
China,_,O,O,1926
are,_,O,O,1926
profoundly,_,O,O,1926
shaped,_,O,O,1926
by,_,O,O,1926
their,_,O,O,1926
own,_,O,O,1926
cultural,_,O,O,1926
history,_,O,O,1926
and,_,O,O,1926
philosophical,_,O,O,1926
outlook,_,O,O,1926
.,_,O,O,1926
The,_,O,O,1927
ethical,_,O,O,1927
norms,_,O,O,1927
guiding,_,O,O,1927
both,_,O,O,1927
the,_,O,O,1927
practice,_,O,O,1927
and,_,O,O,1927
theory,_,O,O,1927
of,_,O,O,1927
leadership,_,O,O,1927
in,_,O,O,1927
China,_,O,O,1927
are,_,O,O,1927
underpinned,_,O,O,1927
by,_,O,O,1927
indigenous,_,O,O,1927
Chinese,_,O,O,1927
wisdoms,_,O,O,1927
imbued,_,O,O,1927
in,_,O,O,1927
their,_,O,O,1927
own,_,O,O,1927
traditions,_,O,O,1927
and,_,O,O,1927
China,_,O,O,1927
’,_,O,O,1927
s,_,O,O,1927
collective,_,O,O,1927
psyche,_,O,O,1927
.,_,O,O,1927
Focusing,_,O,O,1928
on,_,O,O,1928
three,_,O,O,1928
fundamental,_,O,O,1928
aspects,_,O,O,1928
of,_,O,O,1928
Confucian,_,O,O,1928
virtue,_,O,O,1928
ethics,_,O,O,1928
:,_,O,O,1928
ren,_,O,O,1928
(,_,O,O,1928
仁,_,O,O,1928
benevolence,_,O,O,1928
),_,O,O,1928
",",_,O,O,1928
yi,_,O,O,1928
(,_,O,O,1928
义,_,O,O,1928
righteousness,_,O,O,1928
),_,O,O,1928
and,_,O,O,1928
li,_,O,O,1928
(,_,O,O,1928
礼,_,O,O,1928
ritual,_,O,O,1928
propriety,_,O,O,1928
),_,O,O,1928
",",_,O,O,1928
this,_,O,O,1928
paper,_,O,O,1928
proposes,_,O,O,1928
that,_,O,O,1928
an,_,O,O,1928
ideal,_,O,O,1928
Confucian,_,O,O,1928
leader,_,O,O,1928
regards,_,O,O,1928
self-cultivation,_,O,O,1928
as,_,O,O,1928
a,_,O,O,1928
first,_,O,O,1928
priority,_,O,O,1928
;,_,O,O,1928
status,_,O,O,1928
and,_,O,O,1928
material,_,O,O,1928
gain,_,O,O,1928
",",_,O,O,1928
whilst,_,O,O,1928
important,_,O,O,1928
",",_,O,O,1928
are,_,O,O,1928
not,_,O,O,1928
the,_,O,O,1928
foremost,_,O,O,1928
concern,_,O,O,1928
.,_,O,O,1928
S,_,O,O,1929
/,_,O,O,1929
he,_,O,O,1929
exemplifies,_,O,O,1929
the,_,O,O,1929
virtuous,_,O,O,1929
role,_,O,O,1929
model,_,O,O,1929
",",_,O,O,1929
exudes,_,O,O,1929
moral,_,O,O,1929
charisma,_,O,O,1929
and,_,O,O,1929
influences,_,O,O,1929
others,_,O,O,1929
by,_,O,O,1929
shaping,_,O,O,1929
an,_,O,O,1929
organization,_,O,O,1929
’,_,O,O,1929
s,_,O,O,1929
ethical,_,O,O,1929
culture,_,O,O,1929
through,_,O,O,1929
the,_,O,O,1929
process,_,O,O,1929
of,_,O,O,1929
ritualization,_,O,O,1929
.,_,O,O,1929
The,_,O,O,1930
paper,_,O,O,1930
concludes,_,O,O,1930
by,_,O,O,1930
